,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000087466,A330041J22Rik,0,0,0,0,1.05136,0.447309,1.44316,0.944229
ENSMUSG00000087467,Gm13601,0,0,0,0,0,0,0,0
ENSMUSG00000087468,Gm7023,0,0,0,0,0,0,0,0
ENSMUSG00000087469,Gm16142,0,0.0177986,0,0,0,0.0145138,0,0
ENSMUSG00000087470,A630031M04Rik,0.186911,0.0139341,0.0720206,0.0115164,0.12127,0.113702,0,0.0114078
ENSMUSG00000087471,Gm16836,5.432,10.0859,2.59164,3.06046,12.2495,11.6352,7.28064,5.88441
ENSMUSG00000087472,A630075F10Rik,0,0,0,0,0.243396,0.113534,0,0
ENSMUSG00000087473,Gm13883,0.0461351,0,0.0443526,0.0851736,0,0.0834896,0.175598,0.29573
ENSMUSG00000087474,Gm12100,0.0246638,0,0,0,0.0240469,0,0,0.0225817
ENSMUSG00000087475,4933406I18Rik,0.257043,0.143319,0.679087,0.0593025,0.126104,0.289268,0.121902,0
ENSMUSG00000087476,1810058N05Rik,0,0,0,1.26074,0.19549,0.343935,1.09866,0
ENSMUSG00000087477,Gm13822,0,1.86891,4.07918,0.388463,0.858268,0,0.394272,0
ENSMUSG00000087478,4930506C21Rik,1.16975,0.87638,1.06533,0.646847,1.57238,2.11194,0,0.971591
ENSMUSG00000087479,Gm16835,0.194115,0.162763,0.0311581,0.044847,0.346535,0.339173,0.139183,0.103668
ENSMUSG00000087480,Gm15910,0.912496,0.595129,0.234364,0.0140544,0.666314,0.318957,0.421708,0.0835407
ENSMUSG00000087481,Gm15608,0.0360512,0,0,0,0,0,0,0
ENSMUSG00000087482,Gm12720,0,0.863679,0,0,0,0.171204,0,0
ENSMUSG00000087483,D830044I16Rik,0.578702,1.33139,0.997779,0.956017,2.42818,1.13709,0.681259,1.88823
ENSMUSG00000087484,2900089D17Rik,0,0.53607,0,1.58781,2.48962,2.8113,0.190706,3.36577
ENSMUSG00000087485,Gm13383,0.408356,0.253177,0.0436216,0.251304,0.133126,0.205313,0,0.0415486
ENSMUSG00000087486,Gm11723,0,0,0,0,0,0,0,0
ENSMUSG00000087487,4933401P06Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087488,Gm16990,0.0454402,0.137783,0.0152083,0.0139975,0,0.154427,0.136246,0.227973
ENSMUSG00000087489,Gm15656,1.05375,0.130082,0,0,0.231433,0,0.220411,0
ENSMUSG00000087490,A330076H08Rik,0.531544,1.04494,0.579913,0.0677459,0.418534,0.238634,0.211087,0.340433
ENSMUSG00000087491,Gm14552,0,0,0,0,0,0,0,0
ENSMUSG00000087492,Gm15700,0,0,0,0,0,0,0,0
ENSMUSG00000087493,4930550C17Rik,0.0358831,0,0,0,0.105134,0,0,0
ENSMUSG00000087494,Gm16728,21.8348,32.218,19.4746,23.062,27.102,26.6375,16.3708,21.0544
ENSMUSG00000087495,Gm14152,0,0,0,0,0,0,0,0
ENSMUSG00000087496,Gm13523,0,0,0,0,0.181089,0.47943,0.17001,0.999178
ENSMUSG00000087497,2810001G20Rik,7.29849,19.0788,12.0948,8.04343,14.2541,10.5297,14.4626,11.2391
ENSMUSG00000087498,2210416O15Rik,0,0,0,0,0,0,0.0316328,0.0303721
ENSMUSG00000087499,Gm16727,0.110737,0.24753,0.817383,0.630861,0.143793,0.201745,0.387959,0.21962
ENSMUSG00000087500,Gm12426,0,0,0,0,0,0,0,0
ENSMUSG00000087501,Gm12116,0.0492835,0.0550986,0,0,0.0639891,0,0.0942304,0
ENSMUSG00000087502,Gm16091,1.4716,0.196912,2.99697,3.85611,0.576869,0.955694,1.06211,1.77897
ENSMUSG00000087503,Gm11459,0,0,0,0,0,0,0,0
ENSMUSG00000087504,Gm13658,0,0,0,0,0,0,0,0
ENSMUSG00000087505,Gm15241,0,0.427974,0,0,0.192881,0.33939,0,0
ENSMUSG00000087507,Gm16141,0.0782083,0.435505,0,0.144212,0.691782,0.28081,0.296177,0.143262
ENSMUSG00000087508,Gm14174,0,0,0,0,0,0,0,0
ENSMUSG00000087509,Gm2863,0,0,0,0,0,0,0,0
ENSMUSG00000087510,1700112K13Rik,0.0941084,0.104711,0,0.0867186,0.0927148,0,0.177767,0
ENSMUSG00000087511,A330009N23Rik,0.948668,0.77409,0.175489,1.31402,2.28082,1.48925,1.5995,1.73732
ENSMUSG00000087512,Gm11985,0,0,0,0,0,0,0,0
ENSMUSG00000087513,Gm13236,0.547785,0.135721,0,0,0.238664,0,0,0
ENSMUSG00000087514,Gm16076,0,0,0,0,0,0,0,0
ENSMUSG00000087515,Gm13554,1.9109,2.11148,5.28924,6.48646,3.99372,3.34964,14.6184,11.1817
ENSMUSG00000087516,Gm2301,1.07129,2.75862,2.64465,3.49461,7.99994,1.71047,7.42043,11.1572
ENSMUSG00000087517,4930577H14Rik,0,0,0,0,0.153729,0,0,0
ENSMUSG00000087518,Gm13561,0.500701,0.0883321,0.177552,0.267777,0.282702,0.0958513,0.0503093,0.0241283
ENSMUSG00000087519,AV039307,2.48685,0.581261,0.0910452,0.0437142,1.7552,0.762145,0.864663,0.651136
ENSMUSG00000087520,Gm14389,0,0,0,0,0,0,0,0
ENSMUSG00000087521,AI646519,0,0,0,0,0,0,0.378254,0
ENSMUSG00000087522,Gm371,0.651921,0,0,0,0.287064,0.0759983,0,0
ENSMUSG00000087523,Gm12319,0.390959,0,0,1.42097,0.391595,0,0,1.77094
ENSMUSG00000087524,Gm14285,0,0,0,0,0,0,0,0.597827
ENSMUSG00000087525,Gm13062,0.413181,0,0,0,0,0,0,0
ENSMUSG00000087526,Gm15738,0.586963,0,0.279689,0.267974,2.05331,0.25414,0.271798,1.06829
ENSMUSG00000087527,Gm13656,0,0,0,0,0,0,0,0
ENSMUSG00000087528,9830144P21Rik,3.55964,1.08476,3.0722,1.59662,1.4802,2.79866,1.22196,1.21663
ENSMUSG00000087529,C130060C02Rik,0.0468703,0.209208,0,0,0.458505,0.254414,0.624317,0.214603
ENSMUSG00000087530,Gm15533,0.201927,0,0,0,0,0,0,0
ENSMUSG00000087531,Gm15606,0,0,0,0,0,0,0,0
ENSMUSG00000087532,Gm15938,0.221598,0.246304,0,0,0,0,0.104386,0.101498
ENSMUSG00000087534,Gm11418,0,0,0,0,0,0,0,0
ENSMUSG00000087535,D930049A15Rik,0.0128456,0.0143643,0,0.0831035,0.0500088,0,0.0614353,0.0117601
ENSMUSG00000087536,Gm14246,0.494244,0.109953,0.284199,0,0,0,0.0932938,0.0905501
ENSMUSG00000087537,Gm13799,0,0,0,0,0.0703734,0,0,0
ENSMUSG00000087538,Gm16341,1.00831,2.9451,3.20234,1.53071,0,0.29004,0,0
ENSMUSG00000087539,Gm13584,0,0,0,0,0,0,0,0
ENSMUSG00000087540,Gm11412,0.162335,0.127042,0,0,0.0474228,0.133189,0.0931168,0
ENSMUSG00000087541,Gm15830,1.17856,2.07356,1.24757,1.44236,1.12117,1.23148,0.927618,0.782353
ENSMUSG00000087542,Gm15878,0,0,0,0,0,0,0,0
ENSMUSG00000087543,Gm16576,0.120153,0.0268795,0.13893,0.310985,0.0623239,0.0146347,0.260704,0.381322
ENSMUSG00000087544,Gm13923,0,0,0,0,0,0,0,0
ENSMUSG00000087545,Gm13966,0.217286,0.403478,0,0,0,0.130222,0,0.265345
ENSMUSG00000087546,Gm2101,0,0,0,0,0,0,0,0
ENSMUSG00000087547,2410019O14Rik,0.225226,0.625766,0.647041,0.51848,0,0.100252,0,0
ENSMUSG00000087548,1700028E10Rik,0.49061,0.263205,0.404826,0.669085,0.369936,0.141219,0.355013,0.171159
ENSMUSG00000087549,Gm13427,0.15523,0,0.297905,0.0715638,0.152557,0.0696834,0,0
ENSMUSG00000087550,Gm14343,0.176145,0,0,0,0.346765,0.0788692,0,0
ENSMUSG00000087551,Gm16912,0.26015,1.13018,0.917975,1.41505,1.46643,0.814291,0.441268,0.185264
ENSMUSG00000087552,Gm15819,0,0,0,0,0,0,0,0
ENSMUSG00000087553,5730412P04Rik,0,0.0518899,0,0.0429229,0,0,0.0442441,0
ENSMUSG00000087554,Gm15646,0.163885,0.27372,0.550434,0.0755393,0.322323,0.0734876,0.0775452,0
ENSMUSG00000087555,Gm13997,0,0,0,0,0,0,0,0
ENSMUSG00000087556,Gm15764,0.604693,0.560487,0.193151,0.0928809,0.0993955,0,0.0952094,0.0924279
ENSMUSG00000087557,Gm15869,0,0.584799,0,0.645283,0,0.157051,0.248209,0.0801861
ENSMUSG00000087558,6030443J06Rik,0.227064,0.0331576,0.127796,0.302976,0.694747,0.5592,0.429963,0.491575
ENSMUSG00000087559,Gm13802,0,0,0,0,0,0,0,0
ENSMUSG00000087560,Gm15396,0,0.1113,0,0.0460369,0,0,0,0
ENSMUSG00000087561,Gm11608,0,0,0,0,0,0,0.079885,0
ENSMUSG00000087562,Gm16754,0.0681161,0,0.153011,0,0.0663932,0.123991,0.0650538,0.0207883
ENSMUSG00000087563,Gm14205,0,0,0,0,0,0,0,0
ENSMUSG00000087564,Gm11817,0.488443,0,0.280851,0.0899963,0,0.261798,0,0
ENSMUSG00000087565,Gm14662,0,0,0,0.161319,0,0,0,0
ENSMUSG00000087566,C920006O11Rik,2.0928,2.10335,0.402659,0.386526,2.99726,1.93061,1.52943,1.59689
ENSMUSG00000087567,Gm4755,0.0518267,0.0965629,0.0499104,0,0.168249,0.078723,0.0330259,0.047449
ENSMUSG00000087568,Gm15649,0,0,0,0,0,0,0,0
ENSMUSG00000087569,Gm8464,0,0,0,0,0,0,0,0
ENSMUSG00000087570,Gm13647,0,0,0,0,0,0,0,0
ENSMUSG00000087571,Gm15202,0,0,0,0,0,0,0,0
ENSMUSG00000087573,9530026P05Rik,0.249648,0.941754,0.246943,0.72517,2.70155,2.67087,3.34513,3.60831
ENSMUSG00000087574,C030037D09Rik,0.988685,0.714947,1.18936,0.557424,0.899536,0.529809,1.21021,0.750784
ENSMUSG00000087575,Gm12976,3.744,7.34954,5.09836,1.22197,5.60869,5.16018,2.53314,1.94933
ENSMUSG00000087576,Gm16596,0.0334629,0.298971,0.193203,0,0.0653378,0.273373,0.223331,0.520877
ENSMUSG00000087577,Gm13299,0,0,0,0,0,0,0,0
ENSMUSG00000087578,Gm15605,1.64826,3.02392,0.441061,1.32961,2.85023,1.42086,2.16255,2.88571
ENSMUSG00000087579,1500017E21Rik,0.314555,0.445319,0.242284,0.247689,0.640603,0.66338,0.379459,0.287791
ENSMUSG00000087580,Gm16869,312.542,128.718,48.0536,20.5304,126.655,70.8709,37.1425,19.9311
ENSMUSG00000087581,Gm11571,0.17378,0.064749,0.316076,0,0.0940548,0.0703552,0.0738027,0
ENSMUSG00000087582,Ighv13-2,10.9469,8.97141,5.58694,3.19719,1.17478,0.336131,0,0
ENSMUSG00000087583,Gm16934,0.0511981,0.0572059,0,0,0.0499247,0.0232819,0.0488742,0.0468764
ENSMUSG00000087584,Gm14457,0,0,0,0,0,0,0,0
ENSMUSG00000087585,Gm14100,0,0,0,0,0,0,0.200307,0
ENSMUSG00000087586,Gm6938,0,0,0,0,0,0.0727781,0,0
ENSMUSG00000087587,Gm15245,0,0,0,0,0,0,0,0
ENSMUSG00000087588,Gm16355,0,0,0,0,0,0,0,0
ENSMUSG00000087589,D430040D24Rik,0.636894,0.212992,0.183493,0.352536,0.999386,0.631166,0,0.816612
ENSMUSG00000087590,2410004N09Rik,31.1849,77.9138,28.6304,36.0482,21.7278,29.0059,14.0488,9.37609
ENSMUSG00000087591,Gm14635,0,0,0,0,0,0,0,0
ENSMUSG00000087592,Gm11184,0,0,0,0,0,0,0,0
ENSMUSG00000087593,Gm16174,2.55876,1.87338,2.43868,1.29802,1.70451,1.232,2.1075,3.10604
ENSMUSG00000087594,BC039771,0.14886,0.443787,0.0477874,0.173739,0.334014,0.437233,0.379481,0.529999
ENSMUSG00000087595,1810012K08Rik,0.13245,0.441,0.380113,0.73117,0.262299,0,0.373207,0.121311
ENSMUSG00000087596,Gm11715,0,0,0.0914615,0,0,0,0,0
ENSMUSG00000087597,Gm15345,0.103049,0,0,0,0.508268,0.551678,0,0
ENSMUSG00000087598,Zfp111,0.475482,0.080011,0.28781,0.24411,0.479358,0.619592,0.213485,0.640591
ENSMUSG00000087600,Gm14454,0,0,0,0,0.389807,0,0,0.0905501
ENSMUSG00000087601,Gm16832,0,0,0,0,0.0565607,0,0,0
ENSMUSG00000087602,Gm12753,0,0,0,0,0,0,0,0.290455
ENSMUSG00000087603,Gm11339,0,0,0,0,0,0,0,0
ENSMUSG00000087604,4930452L02Rik,0.0901751,0,0.06511,0.0416555,0.087892,0.0205189,0,0.165123
ENSMUSG00000087605,Gm15742,0.10409,0,0,0,0,0,0,0
ENSMUSG00000087606,Gm16121,0.186271,0,0.199274,0,0.0806813,0.0565446,0,0
ENSMUSG00000087607,Gm16034,0,0,0,0,0,0.165318,0,0
ENSMUSG00000087608,Gm12914,0,0,0,0,0,0,0,0
ENSMUSG00000087609,4930442J19Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087610,Gm16253,0.143432,0.159061,0,0,0.568771,0.126814,0.269081,0.394031
ENSMUSG00000087611,4930458D05Rik,0.103262,0.0329873,0.511474,0.0681626,0.0287234,0.0538078,0.155158,0.0675221
ENSMUSG00000087612,A230005M16Rik,1.33996,1.59943,1.5535,1.33957,2.44529,2.55829,2.26992,1.4674
ENSMUSG00000087613,Gm13855,0,0.190789,0.0821858,0,0.168634,0,0,0
ENSMUSG00000087614,Gm12514,0,0,0,0.435576,0,0.169055,0.126785,0.173204
ENSMUSG00000087615,Gm16190,0,0.175067,0,0.0206696,0.0108801,0,0,0
ENSMUSG00000087616,Gm14257,0,0,0.47257,0,0.0807434,0,0,0.0752045
ENSMUSG00000087617,Gm14268,0,0,0,0,0.074433,0,0,0
ENSMUSG00000087618,Gm14114,0,0,0,0,0,0,0,0
ENSMUSG00000087620,5330434G04Rik,0.112933,0.379278,0,0,0.0244242,0.125946,0.242115,0.0114877
ENSMUSG00000087621,1700003G18Rik,0.934015,0.259435,0.111778,0,0,0,0,0
ENSMUSG00000087622,Gm12290,0.0222755,0.0746832,0,0,0,0,0.0212754,0
ENSMUSG00000087623,Gm12404,0,0,0,0,0.0574957,0.0267712,0,0
ENSMUSG00000087624,9230111E07Rik,0.0752051,0,0,0,0.147766,0,0.356187,0.206646
ENSMUSG00000087625,4930419G24Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087626,Gm15050,0.142449,1.10589,1.49826,1.70304,3.2477,2.26749,5.47835,4.17429
ENSMUSG00000087627,A230059L01Rik,2.39032,0.216677,0.217765,0.104474,0.424624,0.147236,0,0
ENSMUSG00000087628,Gm13028,0,0,0,0,0,0,0,0
ENSMUSG00000087629,Gm12246,0,0.946224,0.163321,0,0,0.300771,0,0
ENSMUSG00000087630,Gm11513,0,0,0,0,0,0,0,0
ENSMUSG00000087631,1700015O11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087632,Gm6058,0.869284,0,0,0,1.44792,0,0.268572,0
ENSMUSG00000087633,Gm14455,0.306225,0.171118,1.36881,1.83901,0.0426345,0.159295,0.334281,0.340456
ENSMUSG00000087635,Gm13414,0,0.0986636,0.0850023,0,0,0,0,0.081197
ENSMUSG00000087636,Gm4660,3.67293,1.24126,0.807836,0.774022,0,0.489807,0.523643,0.257244
ENSMUSG00000087637,Gm11986,0,0,0.0336974,0,0,0,0,0
ENSMUSG00000087638,Gm11773,0,0,0,0,0,0,0,0
ENSMUSG00000087639,Gm15512,0.970797,0.34629,1.2728,0.744287,1.85165,1.71161,2.11143,1.92892
ENSMUSG00000087640,Gm14798,0.0889803,0,0,0.0410708,0.0435066,0,0.127036,0
ENSMUSG00000087641,Gm12811,0,0,0,0,0,0,0,0
ENSMUSG00000087642,Ighe,0,1.23828e-05,0,0.104119,0,0,0,0
ENSMUSG00000087643,Gm11314,0,0,0,0,0,0,0,0
ENSMUSG00000087644,Gm14703,0.264543,0.532025,0.254621,0.219934,0.64499,0.481092,1.56551,1.08996
ENSMUSG00000087645,F630040L22Rik,0.128165,0.159226,0.274329,0.0789629,0,0,0.517498,0.0651868
ENSMUSG00000087646,Gm1667,0,0,0,0,0,0,0,0
ENSMUSG00000087647,Gm15407,0,0,0,0,0,0,0,0
ENSMUSG00000087648,E130018N17Rik,0,0,0,0,0,0.0713918,0,0
ENSMUSG00000087649,Gm15274,0,0,0,0,0,0,0,0
ENSMUSG00000087651,1500009L16Rik,4.20837,11.7668,5.92026,3.88496,16.4176,14.3964,15.6008,11.8855
ENSMUSG00000087652,Gm15918,0.0967631,0,0.0927428,0,0,0.172932,0,0
ENSMUSG00000087653,1700087M22Rik,0,4.18669,0,0,0,0,0,0
ENSMUSG00000087654,Gm12256,0.221657,0.244391,0,0,0,0,0,0
ENSMUSG00000087655,Gm5091,0.359809,0,0.0432414,0,0,0.0814156,0,0
ENSMUSG00000087656,Gm13390,0,0,0,0,0,0,0,0
ENSMUSG00000087657,Gm16764,0,0,0,0.282553,0,0,0,0
ENSMUSG00000087658,Gm15051,0.641184,7.0738,2.98386,4.4239,12.6912,10.3145,14.9474,21.7351
ENSMUSG00000087659,Gm12606,0,0.0580291,0,0,0,0.0940015,0,0
ENSMUSG00000087660,B230398E01Rik,2.28419,1.03183,1.19297,2.55916,1.75314,2.25497,2.27376,1.89112
ENSMUSG00000087661,Gm6019,0,0,0,0,0,0.0780527,0,0
ENSMUSG00000087662,Gm11373,0,0,0,0.0910705,0,0,0.186588,0
ENSMUSG00000087663,Defa-ps3,0,0,0,0,0,0,0,0
ENSMUSG00000087665,Gm16361,0,0,0,0,0,0,0,0
ENSMUSG00000087666,B230359F08Rik,0.38147,0.197727,0.0388791,0.610239,0,0,0,0
ENSMUSG00000087667,Gm13381,0,0.364675,0,0.201375,0.107945,0,0.19644,0
ENSMUSG00000087668,Gm11186,0,0,0,0,0,0,0,0
ENSMUSG00000087669,Gm11724,0.391002,0,0.373125,0.53787,0,0,0.91143,0
ENSMUSG00000087670,9530036M11Rik,0.0950676,0,0,0,0.0463388,0,0,0.0217678
ENSMUSG00000087671,A330048O09Rik,0,0,0,0,0.10013,0,0.862043,0.186008
ENSMUSG00000087672,Gm15122,0,0.226129,0,0,0,0,0,0
ENSMUSG00000087673,Gm16884,0.0495792,0.165947,0,0,0.242601,0.0448227,0,0
ENSMUSG00000087674,4930447M23Rik,0,0,0,0.0311817,0.202788,0.0306458,0,0
ENSMUSG00000087675,Gm11762,0,0,0,0,0,0,0,0
ENSMUSG00000087676,9230114K14Rik,0.821526,1.48884,1.19706,1.04619,2.16402,2.34445,1.88741,1.80925
ENSMUSG00000087677,Gm15226,0.410623,0.374081,0,0,0.0888419,0.166412,0,0
ENSMUSG00000087678,Gm14120,0,0,0,0,0.015388,0.0864506,0.030219,0.0289371
ENSMUSG00000087679,C330006A16Rik,14.1923,25.5077,19.812,24.3079,28.3543,22.8523,52.6036,59.3122
ENSMUSG00000087681,Gm13565,0.0943239,0,0.271261,0.0869165,0,0,0,0
ENSMUSG00000087682,Gm14003,0,0,0,0,0,0,0,0
ENSMUSG00000087683,Gm11712,0,0,0,0,0,0,0,0
ENSMUSG00000087684,1200007C13Rik,0.41336,0.378047,0.144742,0.381947,1.39104,1.19823,1.75963,1.23856
ENSMUSG00000087685,1700122E12Rik,0.86159,0.418588,0.180772,0,0.942282,0,0.176713,0.346341
ENSMUSG00000087686,1500026H17Rik,0.193701,0.116616,0.373131,0.275394,0.261113,0.366869,0.156724,0.190978
ENSMUSG00000087687,2900053A13Rik,12.9835,38.0401,15.1726,19.0998,17.9493,15.6511,14.1885,13.2337
ENSMUSG00000087688,Gm11300,0,0,0,0,0,0,0,0
ENSMUSG00000087689,Gm15845,0.337272,0.752288,0.0540082,0.103739,0.110133,0.405885,0,0.0514786
ENSMUSG00000087690,Gm16031,0,0,0,0,0,0,0,0
ENSMUSG00000087691,Gm15674,0.208296,0.211666,0.145872,0.157472,0.0368932,0.0172507,0.0542861,0
ENSMUSG00000087692,Gm11940,0,1.14228,0,0,0,0.676747,0.481916,0
ENSMUSG00000087693,Gm16191,0,0,0,0.34002,0,0,0,0
ENSMUSG00000087694,A530058N18Rik,1.19511,0.201464,0.369827,0,0.352297,0.0393385,0,0.0846585
ENSMUSG00000087695,Gm16291,0.0353369,0,0.0170147,0.0653057,0,0.0161011,0,0
ENSMUSG00000087696,Gm16957,1.4283,0.218698,0.546353,0.506196,0.533735,0.659402,0.0560862,0.286615
ENSMUSG00000087697,Gm2093,0.66892,0.352834,0.0851049,0.0349938,0.491335,0.138193,0.0241456,0.0115547
ENSMUSG00000087698,Gm13031,0.187109,0.278045,0.598732,0,0,0,0,0.228373
ENSMUSG00000087700,Gm15283,0.346744,0.387217,0.934012,0.864564,0.575586,0.440502,0.727176,1.07949
ENSMUSG00000087701,Gm13493,1.79604,3.29818,0.832214,0.742906,0.7761,0.603123,1.18822,0.163041
ENSMUSG00000087702,Gm13575,0,0,0,0.0302646,0,0,0,0
ENSMUSG00000087703,Gm15650,0,0,0,0,0,0,0,0
ENSMUSG00000087704,Gm14978,0,0,0,0,0,0,0,0
ENSMUSG00000087705,SNORA7,0,0,0,0,0,0,0,0
ENSMUSG00000087707,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087708,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087709,U3,0,0,0,0,0,0,0,0
ENSMUSG00000087710,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087711,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087712,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087713,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087714,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087715,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087716,SCARNA4,0,0,0,0,0,0,0,0
ENSMUSG00000087717,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087718,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087719,RNaseP_nuc,0,0,0,0,1.28561,0,0,0
ENSMUSG00000087720,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087721,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087722,SNORA70,1813.41,0,0,0,0,0,0,0
ENSMUSG00000087723,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087724,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087726,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087728,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087730,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087731,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087732,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087733,U3,0,0,0,0,0,0,0,0
ENSMUSG00000087734,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087735,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087736,SNORA40,0,0,0,0,0,0,0,0
ENSMUSG00000087737,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087739,SCARNA21,0,0,0,0,0,0,0,0
ENSMUSG00000087741,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087742,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087743,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087744,CT025701.1,0,0,0,0,0,0,0,0
ENSMUSG00000087746,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087747,SNORA40,0,0,0,0,0,0,0,0
ENSMUSG00000087748,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087750,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087752,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087754,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087756,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087758,Y_RNA,0,0,0,0,0,0,0,0
ENSMUSG00000087759,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087760,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087761,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087764,RNaseP_nuc,0,0,0,0,0,0,0,0
ENSMUSG00000087765,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087766,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087767,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087768,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087769,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087771,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087772,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087774,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087775,RNaseP_nuc,1.53095,0,0,0,0,0,0,0
ENSMUSG00000087776,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087777,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087779,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087780,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087781,SNORA48,0,0,0,0,0,0,0,0
ENSMUSG00000087782,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087783,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087784,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087785,SNORA25,0,0,0,0,0,0,0,0
ENSMUSG00000087786,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087787,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087789,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087790,SNORD127,0,0,0,0,0,0,0,0
ENSMUSG00000087791,SNORA31,0,0,0,0,0,0,0,0
ENSMUSG00000087792,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087793,SNORA38,0,0,0,0,0,0,0,0
ENSMUSG00000087794,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087795,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087796,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087797,snoU13,0,0,0,0,0,0,0,0
ENSMUSG00000087798,SNORA73,0,0,0,0,0,0,0,0
ENSMUSG00000087799,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087800,SNORA48,0,0,0,0,0,0,0,0
ENSMUSG00000087801,7SK,0,0,0,0,0,0,0,0
ENSMUSG00000087802,SNORA70,0,0,0,0,0,0,0,0
ENSMUSG00000087804,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087805,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087806,SNORA17,0,0,0,0,0,0,0,0
ENSMUSG00000087807,AL671520.1,0,0,0,0,0,0,0,0
ENSMUSG00000087808,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087809,U3,0,0,0,0,0,0,0,0
ENSMUSG00000087810,SNORA48,0,0,0,0,0,0,0,0
ENSMUSG00000087811,SNORA73,0,0,0,0,0,0,0,0
ENSMUSG00000087812,U1,0,0,0,0,0,0,0,0
ENSMUSG00000087813,SNORA40,0,0,0,0,0,0,0,0
ENSMUSG00000087814,5S_rRNA,0,0,0,0,0,0,0,0
ENSMUSG00000087815,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087816,SNORA70,0,0,0,0,0,0,0,0
ENSMUSG00000087817,7SK,0,0.761169,0,0,1.41156,0,0,0
ENSMUSG00000087819,SNORA48,0,0,0,0,0,0,0,0
ENSMUSG00000087820,Mir1928,0,0,0,0,0,0,0,0
ENSMUSG00000087823,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087825,U6,0,0,0,0,0,0,0,0
ENSMUSG00000087826,snoU13,0,0,0,0,0,0,0,0
ENSMUSG00000087828,U7,0,0,0,0,0,0,0,0
ENSMUSG00000087829,7SK,0,0,0,0,0,0,0,0
